name,email,firstName,lastName,middleName,targetValue,status,registeredTime,deregisteredTime,lastContactTime,lastInternalIpAddress,lastExternalIpAddress,deviceType,deviceGroupName,windowsPlatform,osVersion,sensorVersion,avEngine
"SENTINEL\LEKHRAJ",SENTINEL\lekhraj,"","","",MEDIUM,REGISTERED,2017-02-16-174443,"",2017-08-22-172611,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\HAVEN1",SENTINEL\haven,"","","",MEDIUM,REGISTERED,2017-01-12-174935,"",2017-08-22-172610,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\TOWNCENTER50",SENTINEL\towncenters,"","","",MEDIUM,REGISTERED,2017-08-22-141431,"",2017-08-22-172607,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DELANO3",SENTINEL\delano a,"","","",MEDIUM,REGISTERED,2017-01-12-174859,"",2017-08-22-172606,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"CHAMBERS",user,"","","",MEDIUM,REGISTERED,2016-11-17-195603,"",2017-08-22-172605,10.83.144.30,173.251.20.37,WINDOWS,"default","",Windows 10 x64,1.0.6.161,""
"SENTINEL\KIRBY2",SENTINEL\thekirbya,"","","",MEDIUM,REGISTERED,2017-01-12-175403,"",2017-08-22-172605,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CORNERSTONE3",SENTINEL\cornerstone a,"","","",MEDIUM,REGISTERED,2017-01-12-173930,"",2017-08-22-172602,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\BARTONVINE13",SENTINEL\barton vineyard l,"","","",MEDIUM,REGISTERED,2017-01-12-173059,"",2017-08-22-172559,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LANTERNWOODS2",SENTINEL\lanternwoodsa,"","","",MEDIUM,REGISTERED,2017-08-22-141813,"",2017-08-22-172557,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ASPREY2",SENTINEL\asprey a,"","","",MEDIUM,REGISTERED,2017-01-12-173013,"",2017-08-22-172556,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\EGRETS14",SENTINEL\egretslandingl2,"","","",MEDIUM,REGISTERED,2017-08-22-141405,"",2017-08-22-172554,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ARBORHILLS16",SENTINEL\arborhillsl4,"","","",MEDIUM,REGISTERED,2017-08-22-141408,"",2017-08-22-172553,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\BARTONVINE4",SENTINEL\barton vineyard m,"","","",MEDIUM,REGISTERED,2017-01-12-173922,"",2017-08-22-172552,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LINKSPLUMCREEK4",SENTINEL\plum creek a,"","","",MEDIUM,REGISTERED,2017-01-12-174921,"",2017-08-22-172551,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\STC1",SENTINEL\acadiam,"","","",MEDIUM,REGISTERED,2017-08-22-141358,"",2017-08-22-172549,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DYNPOOL3 (S-1-5-21-753412686-597961653-1159422225-22701)",Unassigned,"","","",MEDIUM,REGISTERED,2017-01-25-185716,"",2017-08-22-172549,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\GRANDCENT50",SENTINEL\grandcentennials,"","","",MEDIUM,REGISTERED,2017-08-22-141432,"",2017-08-22-172549,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\MONTEMAYORV (S-1-5-21-753412686-597961653-1159422225-22739)",Unassigned,"","","",MEDIUM,REGISTERED,2017-03-21-130915,"",2017-08-22-172548,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\DYNPOOL2 (S-1-5-21-753412686-597961653-1159422225-22706)",Unassigned,"","","",MEDIUM,REGISTERED,2017-01-25-185537,"",2017-08-22-172548,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\TESTICV (S-1-5-21-753412686-597961653-1159422225-20723)","","","","",MEDIUM,REGISTERED,2017-05-25-195458,"",2017-08-22-172545,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\GARDPOLARIS50",SENTINEL\gardenss,"","","",MEDIUM,REGISTERED,2017-08-22-141331,"",2017-08-22-172544,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DYNPOOL16 (S-1-5-21-753412686-597961653-1159422225-22691)",Unassigned,"","","",MEDIUM,REGISTERED,2017-01-25-184155,"",2017-08-22-172544,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\HIGGINSV (S-1-5-21-753412686-597961653-1159422225-21888)",Unassigned,"","","",MEDIUM,REGISTERED,2017-03-27-123054,"",2017-08-22-172543,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\VINEYARDS3",SENTINEL\the vineyards a,"","","",MEDIUM,REGISTERED,2017-01-12-175710,"",2017-08-22-172543,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\GARDENSPOLARIS1",SENTINEL\gardens m,"","","",MEDIUM,REGISTERED,2017-01-12-174313,"",2017-08-22-172542,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\BRITTONV (S-1-5-21-753412686-597961653-1159422225-22736)","","","","",MEDIUM,REGISTERED,2017-03-20-201954,"",2017-08-22-172541,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\DYNPOOL8 (S-1-5-21-753412686-597961653-1159422225-22700)",Unassigned,"","","",MEDIUM,REGISTERED,2017-01-25-185931,"",2017-08-22-172541,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\DISTCOLUMBUS3",SENTINEL\Pulkowski,"","","",MEDIUM,REGISTERED,2017-01-12-174229,"",2017-08-22-172539,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ITTEMPV (S-1-5-21-753412686-597961653-1159422225-22593)",Unassigned,"","","",MEDIUM,REGISTERED,2017-04-19-143349,"",2017-08-22-172539,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\FELLNER",SENTINEL\fellner,"","","",MEDIUM,REGISTERED,2017-05-01-141043,"",2017-08-22-172538,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"PIKECREEK3",SENTINEL\Pikecreek M,"","","",MEDIUM,REGISTERED,2017-01-12-175230,"",2017-08-22-172537,127.0.0.1,50.78.55.242,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\BONAV (S-1-5-21-753412686-597961653-1159422225-19913)",Unassigned,"","","",MEDIUM,REGISTERED,2017-03-13-124358,"",2017-08-22-172537,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\VELEZ",SENTINEL\velez,"","","",MEDIUM,REGISTERED,2017-01-27-183918,"",2017-08-22-172535,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DYNPOOL1 (S-1-5-21-753412686-597961653-1159422225-22695)",Unassigned,"","","",MEDIUM,REGISTERED,2017-01-25-184311,"",2017-08-22-172535,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\DYNPOOL6 (S-1-5-21-753412686-597961653-1159422225-22704)","","","","",MEDIUM,REGISTERED,2017-01-25-185627,"",2017-08-22-172534,172.18.5.164,173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\LANTERNWOODS15",SENTINEL\lanternwoodsl3,"","","",MEDIUM,REGISTERED,2017-08-22-141814,"",2017-08-22-172533,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DYNPOOL13 (S-1-5-21-753412686-597961653-1159422225-22697)","","","","",MEDIUM,REGISTERED,2017-01-25-184333,"",2017-08-22-172533,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\KINGSCREST2",SENTINEL\kingscrest a,"","","",MEDIUM,REGISTERED,2017-01-12-174909,"",2017-08-22-172532,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ENCLAVEMEN2",SENTINEL\enclaveatmenifee m,"","","",MEDIUM,REGISTERED,2017-01-12-174249,"",2017-08-22-172532,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\AGIMUDIE",SENTINEL\agimudie,"","","",MEDIUM,REGISTERED,2017-03-27-142854,"",2017-08-22-172531,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\MTNSHADOW3",SENTINEL\mtn shadows ca a,"","","",MEDIUM,REGISTERED,2017-01-12-175410,"",2017-08-22-172531,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DYNPOOL19 (S-1-5-21-753412686-597961653-1159422225-22709)","","","","",MEDIUM,REGISTERED,2017-01-25-185410,"",2017-08-22-172529,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\DAVISMARCHV (S-1-5-21-753412686-597961653-1159422225-22734)",Unassigned,"","","",MEDIUM,REGISTERED,2017-03-20-203011,"",2017-08-22-172528,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\WILLOWSPRINGS4",SENTINEL\willowspringsl,"","","",MEDIUM,REGISTERED,2017-08-22-141445,"",2017-08-22-172528,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\GRANDCENT4",SENTINEL\Grand Centennial l2,"","","",MEDIUM,REGISTERED,2017-01-12-175054,"",2017-08-22-172527,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\AVENEL14",SENTINEL\Avenell2,"","","",MEDIUM,REGISTERED,2017-08-22-141204,"",2017-08-22-172527,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\BRINDLEYV (S-1-5-21-753412686-597961653-1159422225-24143)",Unassigned,"","","",MEDIUM,REGISTERED,2017-04-20-200323,"",2017-08-22-172524,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\DYNPOOL11 (S-1-5-21-753412686-597961653-1159422225-22693)","","","","",MEDIUM,REGISTERED,2017-01-25-184154,"",2017-08-22-172524,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\DYNPOOL20 (S-1-5-21-753412686-597961653-1159422225-22710)",Unassigned,"","","",MEDIUM,REGISTERED,2017-01-25-185537,"",2017-08-22-172524,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\WANGV (S-1-5-21-753412686-597961653-1159422225-24129)","","","","",MEDIUM,REGISTERED,2017-05-25-202718,"",2017-08-22-172524,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\WESCOTT14",SENTINEL\reservel2,"","","",MEDIUM,REGISTERED,2017-08-22-141431,"",2017-08-22-172521,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DEERWOOD13",SENTINEL\colonyatDeerwoodl,"","","",MEDIUM,REGISTERED,2017-08-22-141437,"",2017-08-22-172520,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\YURCICHV (S-1-5-21-753412686-597961653-1159422225-22726)","","","","",MEDIUM,REGISTERED,2017-03-20-183625,"",2017-08-22-172520,172.18.6.4,173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\RIVERPOINTE2",SENTINEL\river pointe a,"","","",MEDIUM,REGISTERED,2017-01-12-175651,"",2017-08-22-172519,10.0.20.2,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DYNPOOL17 (S-1-5-21-753412686-597961653-1159422225-22708)",Unassigned,"","","",MEDIUM,REGISTERED,2017-01-25-184353,"",2017-08-22-172518,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\SORMILLONV (S-1-5-21-753412686-597961653-1159422225-20107)",Unassigned,"","","",MEDIUM,REGISTERED,2017-03-23-155147,"",2017-08-22-172517,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\WINDWARD14",SENTINEL\mitchel,"","","",MEDIUM,REGISTERED,2017-08-22-141355,"",2017-08-22-172516,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\KASS",SENTINEL\kass,"","","",MEDIUM,REGISTERED,2016-12-16-200927,"",2017-08-22-172514,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CHAMBLIN",SENTINEL\chamblin,"","","",MEDIUM,REGISTERED,2017-01-12-174618,"",2017-08-22-172514,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\JONESV (S-1-5-21-753412686-597961653-1159422225-22735)",Unassigned,"","","",MEDIUM,REGISTERED,2017-03-21-143731,"",2017-08-22-172512,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\DYNPOOL7 (S-1-5-21-753412686-597961653-1159422225-22696)","","","","",MEDIUM,REGISTERED,2017-01-25-185536,"",2017-08-22-172512,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\MALESZEWSKIV (S-1-5-21-753412686-597961653-1159422225-21851)",Unassigned,"","","",MEDIUM,REGISTERED,2017-04-27-151236,"",2017-08-22-172512,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\SITTERLEYV (S-1-5-21-753412686-597961653-1159422225-22738)",Unassigned,"","","",MEDIUM,REGISTERED,2017-03-29-121727,"",2017-08-22-172511,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\DYNPOOL10 (S-1-5-21-753412686-597961653-1159422225-22699)",Unassigned,"","","",MEDIUM,REGISTERED,2017-01-25-184311,"",2017-08-22-172510,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\DYNPOOL15 (S-1-5-21-753412686-597961653-1159422225-22692)",Unassigned,"","","",MEDIUM,REGISTERED,2017-01-25-184312,"",2017-08-22-172510,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\DYNPOOL14 (S-1-5-21-753412686-597961653-1159422225-22705)",Unassigned,"","","",MEDIUM,REGISTERED,2017-01-25-184335,"",2017-08-22-172510,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\DYNPOOL4 (S-1-5-21-753412686-597961653-1159422225-22702)","","","","",MEDIUM,REGISTERED,2017-01-25-185628,"",2017-08-22-172508,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\MORRONEVM",SENTINEL\sormillon,"","","",MEDIUM,REGISTERED,2017-08-11-133537,"",2017-08-22-172507,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CORREIA",SENTINEL\correia,"","","",MEDIUM,REGISTERED,2017-01-03-210041,"",2017-08-22-172505,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LANTERNWOODS14",SENTINEL\lanternwoodsl2,"","","",MEDIUM,REGISTERED,2017-08-22-141814,"",2017-08-22-172502,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CORNERSTONE13",SENTINEL\Cornerstone l,"","","",MEDIUM,REGISTERED,2017-01-12-173932,"",2017-08-22-172502,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DYNPOOL12 (S-1-5-21-753412686-597961653-1159422225-22694)","","","","",MEDIUM,REGISTERED,2017-01-25-184355,"",2017-08-22-172501,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\23HUNDRED13",SENTINEL\23Hundred l,"","","",MEDIUM,REGISTERED,2017-01-12-164007,"",2017-08-22-172501,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\MITCHELV (S-1-5-21-753412686-597961653-1159422225-22722)",SENTINEL\mitchel,"","","",MEDIUM,REGISTERED,2017-03-21-150144,"",2017-08-22-172500,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\SHANLEY",SENTINEL\sosa,"","","",MEDIUM,REGISTERED,2017-01-12-175520,"",2017-08-22-172500,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\OLDSV (S-1-5-21-753412686-597961653-1159422225-19662)",Unassigned,"","","",MEDIUM,REGISTERED,2016-11-02-180322,"",2017-08-22-172500,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\DYNPOOL5 (S-1-5-21-753412686-597961653-1159422225-22703)","","","","",MEDIUM,REGISTERED,2017-01-25-185411,"",2017-08-22-172459,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\EGRETSLANDING3",SENTINEL\egrets landing a,"","","",MEDIUM,REGISTERED,2017-01-12-174340,"",2017-08-22-172458,10.8.3.3,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\JAMIESONV (S-1-5-21-753412686-597961653-1159422225-22737)",Unassigned,"","","",MEDIUM,REGISTERED,2017-03-21-132154,"",2017-08-22-172458,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\CLARKV (S-1-5-21-753412686-597961653-1159422225-22729)",Unassigned,"","","",MEDIUM,REGISTERED,2017-03-21-133850,"",2017-08-22-172455,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\ALLENPV (S-1-5-21-753412686-597961653-1159422225-22725)",Unassigned,"","","",MEDIUM,REGISTERED,2017-03-24-171931,"",2017-08-22-172455,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\EASTCHASE1",SENTINEL\east chase m,"","","",MEDIUM,REGISTERED,2017-01-12-174233,"",2017-08-22-172455,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\SCANLAN",SENTINEL\scanlan,"","","",MEDIUM,REGISTERED,2017-04-11-131932,"",2017-08-22-172455,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\VOYAGERTEST",SENTINEL\gaedig,"","","",MEDIUM,REGISTERED,2017-01-12-175520,"",2017-08-22-172454,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\PELAEZ-LEONG",SENTINEL\pelaez,"","","",MEDIUM,REGISTERED,2017-04-27-142431,"",2017-08-22-172453,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\REAGANV (S-1-5-21-753412686-597961653-1159422225-22723)",Unassigned,"","","",MEDIUM,REGISTERED,2017-03-20-194932,"",2017-08-22-172453,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\DALANGINV (S-1-5-21-753412686-597961653-1159422225-23761)","","","","",MEDIUM,REGISTERED,2017-03-21-135428,"",2017-08-22-172453,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\GARDPOLARIS14",SENTINEL\gardensl2,"","","",MEDIUM,REGISTERED,2017-08-22-141337,"",2017-08-22-172451,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DYNPOOL18 (S-1-5-21-753412686-597961653-1159422225-22707)","","","","",MEDIUM,REGISTERED,2017-01-25-184332,"",2017-08-22-172451,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\LOFTSLAKEVIEW1",SENTINEL\lofts at lakeview m,"","","",MEDIUM,REGISTERED,2017-01-12-175337,"",2017-08-22-172450,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\landesk3",SENTINEL\ldadmin,"","","",MEDIUM,REGISTERED,2016-11-04-163246,"",2017-08-22-172441,"",173.251.20.37,WINDOWS,"default","",Server 2012 R2 x64 ,1.0.6.161,""
"SENTINEL\AERIALCENTER2",backup-PC\Administrator,"","","",MEDIUM,REGISTERED,2016-11-02-191910,"",2017-08-22-172439,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\MALOY",SENTINEL\maloy,"","","",MEDIUM,REGISTERED,2017-05-12-185257,"",2017-08-22-172436,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CORBINGREEN14",SENTINEL\corbingreensl2,"","","",MEDIUM,REGISTERED,2017-08-22-141309,"",2017-08-22-172434,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\BARTONVINE14",SENTINEL\barton vineyard l2,"","","",MEDIUM,REGISTERED,2017-01-12-173057,"",2017-08-22-172430,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\BONTERRA50",SENTINEL\bonterraS,"","","",MEDIUM,REGISTERED,2017-08-22-141359,"",2017-08-22-172429,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\fms2",smolds,"","","",MEDIUM,REGISTERED,2017-01-18-161312,"",2017-08-22-172428,172.16.0.25,173.251.20.37,WINDOWS,"default","",Server 2003 x86 SP: 2,1.0.6.161,""
"SENTINEL\DELAYNE3",SENTINEL\delaynem,"","","",MEDIUM,REGISTERED,2017-01-12-175609,"",2017-08-22-172427,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\VALLEYBROOK2",SENTINEL\valleybrook m,"","","",MEDIUM,REGISTERED,2017-01-12-175602,"",2017-08-22-172424,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\VERSANT50",SENTINEL\versants,"","","",MEDIUM,REGISTERED,2017-08-22-141433,"",2017-08-22-172419,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\MCCONNELL",SENTINEL\mcconnell,"","","",MEDIUM,REGISTERED,2017-01-12-175149,"",2017-08-22-172418,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\COPPERFIELD1",SENTINEL\copperfield m,"","","",MEDIUM,REGISTERED,2017-01-12-173858,"",2017-08-22-172418,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\MakarovaW7",SENTINEL\makarova,"","","",MEDIUM,REGISTERED,2017-01-12-175144,"",2017-08-22-172416,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LACOSTA3",SENTINEL\lacosta a,"","","",MEDIUM,REGISTERED,2017-01-12-175024,"",2017-08-22-172413,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\partnerportal",bona,"","","",MEDIUM,REGISTERED,2016-11-04-164738,"",2017-08-22-172411,"",173.251.20.44,WINDOWS,"default","",Server 2003 x86 SP: 2,1.0.6.161,""
"SENTINEL\GARDENSPOLARIS2",SENTINEL\gardens a,"","","",MEDIUM,REGISTERED,2017-01-12-174316,"",2017-08-22-172407,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\AVANT1",SENTINEL\avant,"","","",MEDIUM,REGISTERED,2017-01-12-173000,"",2017-08-22-172404,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\HAVEN2",SENTINEL\havena,"","","",MEDIUM,REGISTERED,2017-01-12-174935,"",2017-08-22-172404,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LANTERNWOODS1",SENTINEL\lantern woods m,"","","",MEDIUM,REGISTERED,2017-01-12-175402,"",2017-08-22-172403,10.27.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\WILDWOODFOREST1",SENTINEL\wildwood forest m,"","","",MEDIUM,REGISTERED,2017-01-12-175714,"",2017-08-22-172400,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CYPRESSWOOD3",SENTINEL\cypresswoodm,"","","",MEDIUM,REGISTERED,2017-08-22-141528,"",2017-08-22-172400,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\VINEYARDS13",SENTINEL\the vineyards l,"","","",MEDIUM,REGISTERED,2017-01-12-175701,"",2017-08-22-172358,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\WINDWARD2",SENTINEL\windward place a,"","","",MEDIUM,REGISTERED,2017-01-12-175657,"",2017-08-22-172357,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
