name,email,firstName,lastName,middleName,targetValue,status,registeredTime,deregisteredTime,lastContactTime,lastInternalIpAddress,lastExternalIpAddress,deviceType,deviceGroupName,windowsPlatform,osVersion,sensorVersion,avEngine
"SENTINEL\HIRSHBERGW7",SENTINEL\hirshberg,"","","",MEDIUM,REGISTERED,2017-01-12-174818,"",2017-08-22-145911,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\BURTON (S-1-5-21-753412686-597961653-1159422225-23146)",Unassigned,"","","",MEDIUM,REGISTERED,2017-01-12-223128,"",2017-08-22-145908,172.20.8.103,173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\CYPRESSWOOD50",SENTINEL\cypresswoods,"","","",MEDIUM,REGISTERED,2017-08-22-141523,"",2017-08-22-145908,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CYPRESSWOOD13",SENTINEL\cypresswoodl,"","","",MEDIUM,REGISTERED,2017-08-22-141522,"",2017-08-22-145908,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LANE",SENTINEL\lane,"","","",MEDIUM,REGISTERED,2017-02-15-171650,"",2017-08-22-145905,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\SOMERS",SENTINEL\somers,"","","",MEDIUM,REGISTERED,2017-04-07-165820,"",2017-08-22-145904,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\SCHARF",SENTINEL\scharf,"","","",MEDIUM,REGISTERED,2017-05-08-162300,"",2017-08-22-145904,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\GARDENSPOLARIS1",SENTINEL\gardens m,"","","",MEDIUM,REGISTERED,2017-01-12-174313,"",2017-08-22-145903,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\KIRBY1",SENTINEL\thekirby,"","","",MEDIUM,REGISTERED,2017-01-12-175402,"",2017-08-22-145902,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\AWAD1",SENTINEL\awad,"","","",MEDIUM,REGISTERED,2017-07-19-182211,"",2017-08-22-145902,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\HOOL",SENTINEL\hool,"","","",MEDIUM,REGISTERED,2017-02-09-151634,"",2017-08-22-145859,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\RIVERPOINTE50",SENTINEL\riverpointes,"","","",MEDIUM,REGISTERED,2017-08-22-141318,"",2017-08-22-145859,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\FINGERHUT",SENTINEL\fingerhut,"","","",MEDIUM,REGISTERED,2017-04-12-190827,"",2017-08-22-145857,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\PARKDELMAR14",SENTINEL\parkdelmarl2,"","","",MEDIUM,REGISTERED,2017-08-22-141413,"",2017-08-22-145857,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\PARKDELMAR13",SENTINEL\parkdelmarl,"","","",MEDIUM,REGISTERED,2017-08-22-141414,"",2017-08-22-145856,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\FRANCIS",SENTINEL\francis,"","","",MEDIUM,REGISTERED,2017-02-09-192705,"",2017-08-22-145856,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\SHADELAND2",SENTINEL\Shadelanda,"","","",MEDIUM,REGISTERED,2017-08-22-141341,"",2017-08-22-145854,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\NONAPARK14",SENTINEL\nonaparkl2,"","","",MEDIUM,REGISTERED,2017-08-22-141327,"",2017-08-22-145854,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ASHTONPARC2",SENTINEL\ashtonparc a,"","","",MEDIUM,REGISTERED,2017-01-12-173045,"",2017-08-22-145853,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\THECOMMONS13",SENTINEL\the commons l,"","","",MEDIUM,REGISTERED,2017-01-12-175718,"",2017-08-22-145852,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LINKPLUMCREEK14",SENTINEL\Plum Creek l,"","","",MEDIUM,REGISTERED,2017-01-12-175744,"",2017-08-22-145851,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\WESCOTT13",SENTINEL\reservel,"","","",MEDIUM,REGISTERED,2017-08-22-141431,"",2017-08-22-145849,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\MICHELLIW7",SENTINEL\michelli,"","","",MEDIUM,REGISTERED,2017-01-12-175143,"",2017-08-22-145847,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\BATISTA",SENTINEL\batista,"","","",MEDIUM,REGISTERED,2017-03-28-141132,"",2017-08-22-145847,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\HEYWOOD",SENTINEL\heywood,"","","",MEDIUM,REGISTERED,2017-01-24-161835,"",2017-08-22-145846,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CITYPLACE1",SENTINEL\cityplace,"","","",MEDIUM,REGISTERED,2017-01-12-173835,"",2017-08-22-145845,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DISTRALEIGH3",SENTINEL\Thompson,"","","",MEDIUM,REGISTERED,2017-08-22-141405,"",2017-08-22-145844,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ADDISONPARK2",SENTINEL\addison park m,"","","",MEDIUM,REGISTERED,2017-01-12-173442,"",2017-08-22-145842,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\GARDPOLARIS13",SENTINEL\gardensl,"","","",MEDIUM,REGISTERED,2017-08-22-141339,"",2017-08-22-145842,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\MONTERRA1",SENTINEL\Monterram,"","","",MEDIUM,REGISTERED,2017-01-12-175408,"",2017-08-22-145842,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\SONTERRA2",SENTINEL\sonterra at pv m,"","","",MEDIUM,REGISTERED,2017-01-12-175714,"",2017-08-22-145840,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CHAMBERSV (S-1-5-21-753412686-597961653-1159422225-22732)",SENTINEL\chambers,"","","",MEDIUM,REGISTERED,2017-03-24-195545,"",2017-08-22-145837,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\VERSANT50",SENTINEL\versants,"","","",MEDIUM,REGISTERED,2017-08-22-141433,"",2017-08-22-145835,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\SYCAMORE50",SENTINEL\sycamores,"","","",MEDIUM,REGISTERED,2017-08-22-141426,"",2017-08-22-145834,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\pdc4",SENTINEL\olds,"","","",MEDIUM,REGISTERED,2016-11-04-160026,"",2017-08-22-145834,"",173.251.20.37,WINDOWS,"default","",Server 2008 R2 x64 SP: 1,1.0.6.161,""
"SENTINEL\DISTMEMPHIS1",SENTINEL\Jones,"","","",MEDIUM,REGISTERED,2017-08-22-141358,"",2017-08-22-145833,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\OAKWELLFARM13",SENTINEL\oakwelll,"","","",MEDIUM,REGISTERED,2017-08-22-141420,"",2017-08-22-145832,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DEERWOOD13",SENTINEL\colonyatDeerwoodl,"","","",MEDIUM,REGISTERED,2017-08-22-141437,"",2017-08-22-145830,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\QUINNCROSSING13",SENTINEL\Quinnl,"","","",MEDIUM,REGISTERED,2017-08-22-141419,"",2017-08-22-145823,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\TOWNCENTER2",SENTINEL\town center m,"","","",MEDIUM,REGISTERED,2017-01-12-175656,"",2017-08-22-145822,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\BELLEHARBOUR13",SENTINEL\belleharbourl,"","","",MEDIUM,REGISTERED,2017-08-22-141356,"",2017-08-22-145820,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\PARAGON5",SENTINEL\paragonm,"","","",MEDIUM,REGISTERED,2017-01-12-175330,"",2017-08-22-145819,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\HABBACH",SENTINEL\habbach,"","","",MEDIUM,REGISTERED,2017-03-29-135022,"",2017-08-22-145818,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ARCE",SENTINEL\arce,"","","",MEDIUM,REGISTERED,2017-02-27-195959,"",2017-08-22-145811,172.20.8.17,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\GREENHOUSE50",SENTINEL\Greenhouses,"","","",MEDIUM,REGISTERED,2017-08-22-141355,"",2017-08-22-145811,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\JONESM",SENTINEL\jonesm,"","","",MEDIUM,REGISTERED,2017-01-12-174829,"",2017-08-22-145811,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\AERIALCENTER4",SENTINEL\kislowski,"","","",MEDIUM,REGISTERED,2017-01-12-172606,"",2017-08-22-145811,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\WATTERS",SENTINEL\watters,"","","",MEDIUM,REGISTERED,2017-01-12-175517,"",2017-08-22-145811,172.20.8.132,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LOFTLAKEVIEW13",SENTINEL\loftsatlakeviewl,"","","",MEDIUM,REGISTERED,2017-08-22-141351,"",2017-08-22-145808,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\GARDENSPOLARIS2",SENTINEL\gardens a,"","","",MEDIUM,REGISTERED,2017-01-12-174316,"",2017-08-22-145808,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\Anthony",SENTINEL\anthony,"","","",MEDIUM,REGISTERED,2017-01-12-172612,"",2017-08-22-145804,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\OBRIEN",SENTINEL\obrien,"","","",MEDIUM,REGISTERED,2017-01-12-175146,"",2017-08-22-145803,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\MCGLYNN1",SENTINEL\McGlynn,"","","",MEDIUM,REGISTERED,2017-01-12-175146,"",2017-08-22-145803,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CORNERSTONE50",SENTINEL\cornerstones,"","","",MEDIUM,REGISTERED,2017-08-22-141406,"",2017-08-22-145803,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DISTINDIAN1",SENTINEL\York,"","","",MEDIUM,REGISTERED,2017-08-22-141440,"",2017-08-22-145802,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CORNERSTONE15",SENTINEL\cornerstone l3,"","","",MEDIUM,REGISTERED,2017-01-12-173925,"",2017-08-22-145757,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ADDISONPARK13",SENTINEL\addisonparkl,"","","",MEDIUM,REGISTERED,2017-08-22-141300,"",2017-08-22-145756,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\EASTCHASE13",SENTINEL\eastchasel,"","","",MEDIUM,REGISTERED,2017-08-22-141403,"",2017-08-22-145755,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\REYNA",SENTINEL\reyna,"","","",MEDIUM,REGISTERED,2017-08-22-141135,"",2017-08-22-145752,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CROSSINGS1",SENTINEL\crossings,"","","",MEDIUM,REGISTERED,2017-01-12-173821,"",2017-08-22-145747,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LOFTLAKEVIEW15",SENTINEL\loftsatlakeviewl3,"","","",MEDIUM,REGISTERED,2017-08-22-141354,"",2017-08-22-145746,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\bon3",SENTINEL\bona,"","","",MEDIUM,REGISTERED,2016-11-01-133559,"",2017-08-22-145746,172.20.8.182,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\EGRETSLANDING3",SENTINEL\egrets landing a,"","","",MEDIUM,REGISTERED,2017-01-12-174340,"",2017-08-22-145745,10.8.3.3,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\VERSANT14",SENTINEL\versantl2,"","","",MEDIUM,REGISTERED,2017-08-22-141423,"",2017-08-22-145745,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\GRANDVIEW3",SENTINEL\grandview,"","","",MEDIUM,REGISTERED,2017-01-12-175031,"",2017-08-22-145744,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\JOHNSW7",SENTINEL\johns,"","","",MEDIUM,REGISTERED,2017-01-13-141713,"",2017-08-22-145743,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ENCLAVEMEN50",SENTINEL\enclaveatmenifees,"","","",MEDIUM,REGISTERED,2017-08-22-141438,"",2017-08-22-145743,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LUDVIGSEN",SENTINEL\ludvigsen,"","","",MEDIUM,REGISTERED,2016-12-15-202012,"",2017-08-22-145742,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CHESWYCK13",SENTINEL\CHESWYCK L,"","","",MEDIUM,REGISTERED,2017-01-12-173900,"",2017-08-22-145740,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\PEREZ",SENTINEL\perez,"","","",MEDIUM,REGISTERED,2017-01-12-175151,"",2017-08-22-145739,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\WINDWARD2",SENTINEL\windward place a,"","","",MEDIUM,REGISTERED,2017-01-12-175657,"",2017-08-22-145737,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ARBORHILLS16",SENTINEL\arborhillsl4,"","","",MEDIUM,REGISTERED,2017-08-22-141408,"",2017-08-22-145736,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\MONTERRA14",SENTINEL\monterral2,"","","",MEDIUM,REGISTERED,2017-01-12-175409,"",2017-08-22-145735,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\GRANDCENT4",SENTINEL\Grand Centennial l2,"","","",MEDIUM,REGISTERED,2017-01-12-175054,"",2017-08-22-145734,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CHESWYCK15",SENTINEL\CHESWYCK L4,"","","",MEDIUM,REGISTERED,2017-01-12-173900,"",2017-08-22-145734,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CHESWYCK2",SENTINEL\cheswyck a,"","","",MEDIUM,REGISTERED,2017-01-12-173900,"",2017-08-22-145732,10.25.240.2,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\GRANDCENT13",SENTINEL\grand centennial l,"","","",MEDIUM,REGISTERED,2017-01-12-174231,"",2017-08-22-145732,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\FOOTHILLS14",SENTINEL\Foothillsl,"","","",MEDIUM,REGISTERED,2017-08-22-141410,"",2017-08-22-145731,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\FAIRWAYS14",SENTINEL\fairwaysl,"","","",MEDIUM,REGISTERED,2017-08-22-141304,"",2017-08-22-145730,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"CHAMBERS",user,"","","",MEDIUM,REGISTERED,2016-11-17-195603,"",2017-08-22-145730,10.83.144.30,173.251.20.37,WINDOWS,"default","",Windows 10 x64,1.0.6.161,""
"SENTINEL\CHERRYCREEK50",SENTINEL\enclavecherrycreeks,"","","",MEDIUM,REGISTERED,2017-08-22-141405,"",2017-08-22-145728,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ANDOVERPLACE50",SENTINEL\andoverplaces,"","","",MEDIUM,REGISTERED,2017-08-22-141427,"",2017-08-22-145727,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\WINDWARD13",SENTINEL\windwardplacel,"","","",MEDIUM,REGISTERED,2017-08-22-141351,"",2017-08-22-145718,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\FOXVALLEY50",SENTINEL\foxvalleys,"","","",MEDIUM,REGISTERED,2017-08-22-141419,"",2017-08-22-145715,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\WILLOWSPRINGS50",SENTINEL\willowspringss,"","","",MEDIUM,REGISTERED,2017-08-22-141447,"",2017-08-22-145715,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\TORO",SENTINEL\toro,"","","",MEDIUM,REGISTERED,2017-01-12-175516,"",2017-08-22-145713,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\BONTERRA50",SENTINEL\bonterraS,"","","",MEDIUM,REGISTERED,2017-08-22-141359,"",2017-08-22-145711,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DISTCOLUMBUS1",SENTINEL\Sitterley,"","","",MEDIUM,REGISTERED,2017-08-22-141336,"",2017-08-22-145705,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\SONTERRA13",SENTINEL\Sonterraatpvl2,"","","",MEDIUM,REGISTERED,2017-08-22-141351,"",2017-08-22-145704,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CROSSINGS13",SENTINEL\Crossingsl,"","","",MEDIUM,REGISTERED,2017-01-12-173824,"",2017-08-22-145703,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\THOMAS",SENTINEL\thomasj,"","","",MEDIUM,REGISTERED,2017-04-06-182946,"",2017-08-22-145702,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\WESCOTT14",SENTINEL\reservel2,"","","",MEDIUM,REGISTERED,2017-08-22-141431,"",2017-08-22-145701,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CRESTMONT1",SENTINEL\thecrestmont,"","","",MEDIUM,REGISTERED,2017-01-12-173817,"",2017-08-22-145658,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DALANGIN",DALANGIN\Administrator,"","","",MEDIUM,REGISTERED,2017-07-27-163525,"",2017-08-22-145654,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DCCOMM3",SENTINEL\glass,"","","",MEDIUM,REGISTERED,2017-01-12-174214,"",2017-08-22-145653,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ENCLAVEMEN2",SENTINEL\enclaveatmenifee m,"","","",MEDIUM,REGISTERED,2017-01-12-174249,"",2017-08-22-145652,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\BONTERRA13",SENTINEL\bonterral2,"","","",MEDIUM,REGISTERED,2017-08-22-141402,"",2017-08-22-145649,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\GRANDCENT50",SENTINEL\grandcentennials,"","","",MEDIUM,REGISTERED,2017-08-22-141432,"",2017-08-22-145647,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LENIART",SENTINEL\leniart,"","","",MEDIUM,REGISTERED,2016-12-02-141532,"",2017-08-22-145645,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\MENECHINO",SENTINEL\menechino,"","","",MEDIUM,REGISTERED,2017-02-14-140839,"",2017-08-22-145643,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CAPITALONE",SENTINEL\hirshberg,"","","",MEDIUM,REGISTERED,2017-01-12-173725,"",2017-08-22-145641,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CHUM",SENTINEL\chum,"","","",MEDIUM,REGISTERED,2017-01-12-173727,"",2017-08-22-145637,172.20.8.78,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\WINDWARDLP13",SENTINEL\Windwardl,"","","",MEDIUM,REGISTERED,2017-08-22-141244,"",2017-08-22-145634,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CORBINGREEN14",SENTINEL\corbingreensl2,"","","",MEDIUM,REGISTERED,2017-08-22-141309,"",2017-08-22-145634,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\KRAPUKAITIS",SENTINEL\krapukaitis,"","","",MEDIUM,REGISTERED,2017-04-14-134831,"",2017-08-22-145633,172.20.8.104,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\SONTERRA50",SENTINEL\sonterraatpvs,"","","",MEDIUM,REGISTERED,2017-08-22-141351,"",2017-08-22-145629,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\FITZPATRICK",FITZPATRICK\Administrator,"","","",MEDIUM,REGISTERED,2017-01-20-192327,"",2017-08-22-145626,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\TOWNCENTER50",SENTINEL\towncenters,"","","",MEDIUM,REGISTERED,2017-08-22-141431,"",2017-08-22-145623,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CROSSINGS2",SENTINEL\crossingsa,"","","",MEDIUM,REGISTERED,2017-01-12-173821,"",2017-08-22-145622,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ConnBrk2",SENTINEL\nimdals,"","","",MEDIUM,REGISTERED,2017-01-18-155322,"",2017-08-22-145621,"",173.251.20.37,WINDOWS,"default","",Server 2008 R2 x64 SP: 1,1.0.6.161,""
"SENTINEL\FOOTHILLS15",SENTINEL\foothillsl2,"","","",MEDIUM,REGISTERED,2017-08-22-141409,"",2017-08-22-145621,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\FIRSTANDMAIN3",FIRSTANDMAIN3\Administrator,"","","",MEDIUM,REGISTERED,2017-07-17-152258,"",2017-08-22-145621,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\VELEZ",SENTINEL\velez,"","","",MEDIUM,REGISTERED,2017-01-27-183918,"",2017-08-22-145619,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CITYPLACE14",SENTINEL\CITYPLACEL2,"","","",MEDIUM,REGISTERED,2017-08-22-141308,"",2017-08-22-145617,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\GREENHOUSE3",SENTINEL\greenhouse a,"","","",MEDIUM,REGISTERED,2017-01-12-174232,"",2017-08-22-145616,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ARROWHEAD50",SENTINEL\doe,"","","",MEDIUM,REGISTERED,2017-08-22-141420,"",2017-08-22-145615,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LOFTLAKEVIEW50",SENTINEL\loftsatlakeviews,"","","",MEDIUM,REGISTERED,2017-08-22-141346,"",2017-08-22-145613,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\KINGSCREST1",SENTINEL\kingscrest m,"","","",MEDIUM,REGISTERED,2017-01-12-174908,"",2017-08-22-145613,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
